3600  0.00
3650  0.71
3700  2.36
3750  4.26
3800  6.33
3850  8.40
3900 10.33
3950 12.08
4000 13.59
4050 14.82
4100 15.88
4150 16.83
4200 17.61
4250 18.09
4300 18.41
4350 18.60
4400 18.64
4450 18.35
4500 17.66
4550 16.83
4600 15.62
4650 13.70
4700 11.20
4750  8.50
4800  6.01
4850  3.94
4900  2.43
4950  1.48
5000  0.90
5050  0.50
5100  0.25
5150  0.00
