      25300.0  6.92000e-06
      25400.0  4.56400e-07
      25500.0  2.49500e-07
      25600.0  2.72000e-07
      25700.0  9.04000e-06
      25800.0  6.34800e-06
      25900.0  4.13600e-06
      26000.0  2.79300e-06
      26100.0  0.000419800
      26200.0   0.00137900
      26300.0   0.00108200
      26400.0  0.000870900
      26500.0  0.000946700
      26600.0   0.00101500
      26700.0   0.00120600
      26800.0  0.000386900
      26900.0  0.000588500
      27000.0  0.000928100
      27100.0   0.00986200
      27200.0   0.00870100
      27300.0   0.00516400
      27400.0   0.00383900
      27500.0   0.00823800
      27600.0    0.0152500
      27700.0    0.0260300
      27800.0    0.0497900
      27900.0    0.0975300
      28000.0     0.170100
      28100.0     0.250700
      28200.0     0.308000
      28300.0     0.332000
      28400.0     0.328000
      28500.0     0.316000
      28600.0     0.302000
      28700.0     0.286000
      28800.0     0.271100
      28900.0     0.269100
      29000.0     0.281100
      29100.0     0.304100
      29200.0     0.330300
      29300.0     0.353000
      29400.0     0.371800
      29500.0     0.387700
      29600.0     0.402000
      29700.0     0.418000
      29800.0     0.433000
      29900.0     0.443000
      30000.0     0.446000
      30100.0     0.449000
      30200.0     0.452000
      30300.0     0.450000
      30400.0     0.441000
      30500.0     0.430000
      30600.0     0.415000
      30700.0     0.399000
      30800.0     0.380000
      30900.0     0.364000
      31000.0     0.355000
      31100.0     0.362000
      31200.0     0.388000
      31300.0     0.428000
      31400.0     0.465000
      31500.0     0.493000
      31600.0     0.512000
      31700.0     0.526000
      31800.0     0.538000
      31900.0     0.549000
      32000.0     0.558000
      32100.0     0.563000
      32200.0     0.568000
      32300.0     0.571000
      32400.0     0.573000
      32500.0     0.568000
      32600.0     0.562000
      32700.0     0.558000
      32800.0     0.560000
      32900.0     0.575000
      33000.0     0.606000
      33100.0     0.647000
      33200.0     0.690000
      33300.0     0.728000
      33400.0     0.754000
      33500.0     0.767900
      33600.0     0.765900
      33700.0     0.750900
      33800.0     0.733900
      33900.0     0.714000
      34000.0     0.693000
      34100.0     0.681000
      34200.0     0.694000
      34300.0     0.733000
      34400.0     0.785900
      34500.0     0.833900
      34600.0     0.863900
      34700.0     0.877900
      34800.0     0.879800
      34900.0     0.875800
      35000.0     0.872800
      35100.0     0.869900
      35200.0     0.866900
      35300.0     0.864000
      35400.0     0.855000
      35500.0     0.841000
      35600.0     0.823000
      35700.0     0.803000
      35800.0     0.783000
      35900.0     0.770000
      36000.0     0.766000
      36100.0     0.775000
      36200.0     0.792000
      36300.0     0.808000
      36400.0     0.816000
      36500.0     0.818000
      36600.0     0.816000
      36700.0     0.814000
      36800.0     0.811000
      36900.0     0.808000
      37000.0     0.805100
      37100.0     0.804100
      37200.0     0.802100
      37300.0     0.794100
      37400.0     0.769100
      37500.0     0.722200
      37600.0     0.650300
      37700.0     0.554600
      37800.0     0.443900
      37900.0     0.329000
      38000.0     0.227100
      38100.0     0.148900
      38200.0    0.0927200
      38300.0    0.0566000
      38400.0    0.0348000
      38500.0    0.0219500
      38600.0    0.0139600
      38700.0   0.00871500
      38800.0   0.00533500
      38900.0   0.00377100
      39000.0   0.00312800
      39100.0   0.00245800
      39200.0   0.00186000
      39300.0   0.00175700
      39400.0   0.00140800
      39500.0   0.00117200
      39600.0  0.000876900
      39700.0  0.000505500
      39800.0  0.000272700
      39900.0  3.28500e-05
      40000.0  7.67900e-05
      40100.0  3.35700e-05
      40200.0  2.22400e-05
      40300.0  1.02700e-05
      40400.0  5.68600e-06
      40500.0  3.84500e-06
      40600.0  9.41200e-06
      40700.0  8.81800e-07
      40800.0  6.26300e-06
      40900.0  5.74500e-06
      41000.0  1.10100e-06
      41100.0  2.51600e-06
      41200.0  6.36400e-07
      41300.0  5.05900e-07
      41400.0  2.68900e-06
      41500.0  2.20800e-05
      41600.0  3.89400e-05
      41700.0  4.66600e-05
      41800.0  3.66800e-05
      41900.0  2.68600e-05
      42000.0  2.57000e-07
      42100.0  2.34700e-07
      42200.0  2.08900e-07
      42300.0  1.79600e-07
      42400.0  1.49100e-07
      42500.0  1.10600e-06
      42600.0  9.13600e-08
      42700.0  7.27100e-07
      42800.0  4.86200e-07
      42900.0  3.78200e-07
      43000.0  2.33500e-08
      43100.0  1.58000e-08
      43200.0  1.05400e-08
      43300.0  1.53200e-07
      43400.0  4.49300e-09
      43500.0  2.84500e-09
      43600.0  1.82700e-09
      43700.0  2.84100e-08
      43800.0  8.00300e-10
      43900.0  5.90500e-10
      44000.0  4.37500e-10
      44100.0  9.24600e-09
      44200.0  2.49700e-10
      44300.0  1.82600e-10
      44400.0  1.34500e-10
      44500.0  1.40800e-09
      44600.0  1.34300e-09
      44700.0  5.07100e-11
      44800.0  3.38200e-11
      44900.0  2.66100e-11
      45000.0  1.76700e-11
      45100.0  1.00800e-11
      45200.0  3.00700e-10
      45300.0  5.64400e-12
      45400.0  4.77700e-12
      45500.0  3.01300e-12
      45600.0  1.27900e-07
      45700.0  9.88900e-08
      45800.0  2.85600e-07
      45900.0  1.37700e-07
      46000.0  1.11500e-07
      46100.0  9.87200e-08
      46200.0  3.30300e-07
      46300.0  1.08800e-07
      46400.0  3.42300e-07
      46500.0  1.57400e-07
      46600.0  1.95000e-07
      46700.0  3.84400e-07
      46800.0  1.01300e-07
      46900.0  1.75000e-07
      47000.0  4.02300e-07
      47100.0  1.12600e-09
      47200.0  1.57800e-09
      47300.0  1.09700e-09
      47400.0  3.73600e-10
      47500.0  4.38400e-09
      47600.0  2.51100e-09
      47700.0  7.46300e-10
      47800.0  1.36400e-10
      47900.0  3.78900e-10
      48000.0  4.87600e-09
      48100.0  1.20300e-10
      48200.0  1.43000e-10
      48300.0  9.21700e-13
      48400.0  4.52500e-11
      48500.0  1.10200e-09
      48600.0  3.40400e-09
      48700.0  8.82200e-10
      48800.0  9.62600e-12
      48900.0  1.21000e-09
      49000.0  2.85000e-09
      49100.0  3.14300e-13
      49200.0  1.04100e-10
      49300.0  2.51300e-09
      49400.0  4.28800e-09
      49500.0  1.85600e-09
      49600.0  9.36600e-09
      49700.0  9.99300e-09
      49800.0  8.86900e-09
      49900.0  2.19300e-08
      50000.0  4.13000e-08
      50100.0  3.00300e-08
      50200.0  2.35700e-08
      50300.0  1.86300e-08
      50400.0  1.61000e-08
      50500.0  1.67400e-08
      50600.0  1.69300e-08
      50700.0  1.75100e-08
      50800.0  1.81200e-08
      50900.0  1.82200e-08
      51000.0  1.73300e-08
      51100.0  1.78100e-08
      51200.0  1.73700e-08
      51300.0  1.80000e-08
      51400.0  1.80400e-08
      51500.0  1.74200e-08
      51600.0  1.67600e-08
      51700.0  1.64300e-08
      51800.0  1.61900e-08
      51900.0  1.60300e-08
      52000.0  1.59400e-08
      52100.0  1.54700e-08
      52200.0  1.62000e-08
      52300.0  1.65600e-08
      52400.0  1.64700e-08
      52500.0  1.78800e-08
      52600.0  1.93600e-08
      52700.0  2.02700e-08
      52800.0  2.07800e-08
